suburb,postcode,region,pricingClassification,active,source
MADDINGTON,6109,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MADDINGTON,6989,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MADELEY,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MADORA BAY,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MAHOGANY CREEK,6072,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MAIDA VALE,6057,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MALAGA,6090,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MALAGA,6944,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MALAGA DC,6945,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MANDOGALUP,6167,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MANDURAH,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MANDURAH DC,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MANDURAH EAST,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MANDURAH NORTH,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MANNING,6152,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARANGAROO,6064,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARDELLA,6125,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARIGINIUP,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARIGINIUP,6078,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARMION,6020,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARRADONG,6390,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARRINUP,6213,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MARTIN,6110,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MAYLANDS,6051,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MAYLANDS,6931,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MEADOW SPRINGS,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MEDINA,6167,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MEELON,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MELALEUCA,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MELALEUCA,6079,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MELVILLE,6156,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MELVILLE,6956,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MENORA,6050,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MERRIWA,6030,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MIDDLE SWAN,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MIDLAND,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MIDLAND DC,6936,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MIDVALE,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MILLENDON,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MINDARIE,6030,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MIRRABOOKA,6061,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MIRRABOOKA,6941,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MORANGUP,6083,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MORLEY,6062,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MORLEY,6943,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOSMAN PARK,6012,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOSMAN PARK,6912,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT CLAREMONT,6010,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT COOKE,6390,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT HAWTHORN,6016,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT HAWTHORN,6915,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT HELENA,6082,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT LAWLEY,6050,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT LAWLEY,6929,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT NASURA,6112,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT PLEASANT,6153,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT RICHON,6112,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MOUNT WELLS,6390,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MULLALOO,6027,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MUNDARING,6073,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MUNDARING DC,6073,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MUNDARING WEIR,6073,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MUNDIJONG,6123,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MUNSTER,6166,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MURDOCH,6150,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MYARA,6207,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MYAREE,6154,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MYAREE,6960,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
MYAREE BC,6960,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NAMBEELUP,6207,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NANGA BROOK,6215,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NARRAKINE,6391,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NAVAL BASE,6165,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NEDLANDS,6009,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NEDLANDS,6907,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NEDLANDS,6909,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NEDLANDS DC,6009,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NEERABUP,6031,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NIRIMBA,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NOLLAMARA,6061,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORANDA,6062,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH BANNISTER,6390,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH BEACH,6020,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH BEACH,6920,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH COOGEE,6163,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH DANDALUP,6207,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH FREMANTLE,6159,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH LAKE,6163,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH PERTH,6006,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH PERTH,6906,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTH YUNDERUP,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTHBRIDGE,6003,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTHBRIDGE,6803,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NORTHBRIDGE,6865,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
NOWERGUP,6032,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
O'CONNOR,6163,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OAKFORD,6121,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OAKLEY,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OCEAN REEF,6027,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OLDBURY,6121,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ORANGE GROVE,6109,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ORELIA,6167,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OSBORNE PARK,6017,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OSBORNE PARK,6916,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OSBORNE PARK,6917,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OSBORNE PARK DC,6017,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
OSBORNE PARK DC,6916,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
O’CONNOR,6163,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PADBURY,6025,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PALMYRA,6157,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PALMYRA,6957,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PALMYRA DC,6157,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PALMYRA DC,6961,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PARKERVILLE,6081,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PARKLANDS,6180,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PARKLANDS,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PARKWOOD,6147,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PARMELIA,6167,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PAULLS VALLEY,6076,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PEARSALL,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PEPPERMINT GROVE,6011,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERON,6168,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6000,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6001,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6800,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6809,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6817,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6820,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6827,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6830,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6837,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6838,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6839,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6840,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6841,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6842,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6843,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6844,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6845,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6846,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6847,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH,6848,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH AIRPORT,6105,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH BC,6849,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH EAST ST GEORGES TCE,6832,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH GPO,6000,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PERTH ST GEORGES TCE,6831,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PIARA WATERS,6112,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PICKERING BROOK,6076,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PIESSE BROOK,6076,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PINJAR,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PINJAR,6078,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PINJARRA,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
POINT GREY,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PORT KENNEDY,6172,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
POSTANS,6167,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
PRESTON BEACH,6215,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
QUEENS PARK,6107,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
QUINDANNING,6391,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
QUINNS ROCKS,6030,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
RANFORD,6390,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
RAVENSWOOD,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
RED HILL,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
REDCLIFFE,6104,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
RESERVOIR,6076,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
RIDGEWOOD,6030,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
RIVERTON,6148,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
RIVERVALE,6103,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROCKINGHAM,6168,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROCKINGHAM,6968,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROCKINGHAM BEACH,6168,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROCKINGHAM BEACH,6969,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROCKINGHAM DC,6168,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROCKINGHAM DC,6967,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROLEYSTONE,6111,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROSSMOYNE,6148,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ROTTNEST ISLAND,6161,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SAFETY BAY,6169,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SALTER POINT,6152,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SAMSON,6163,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SAN REMO,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SAWYERS VALLEY,6074,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SCARBOROUGH,6019,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SCARBOROUGH,6922,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SECRET HARBOUR,6173,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SERPENTINE,6125,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SEVILLE GROVE,6112,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SHELLEY,6148,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SHENTON PARK,6008,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SHOALWATER,6169,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SILVER SANDS,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SINAGRA,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SINGLETON,6175,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOLUS,6207,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SORRENTO,6020,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTH FREMANTLE,6162,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTH GUILDFORD,6055,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTH LAKE,6164,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTH PERTH,6151,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTH PERTH,6951,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTH PERTH ANGELO ST,6151,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTH YUNDERUP,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SOUTHERN RIVER,6110,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SPEARWOOD,6163,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
ST JAMES,6102,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
STAKE HILL,6181,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
STAKE HILL,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
STIRLING,6021,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
STONEVILLE,6081,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
STRATTON,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SUBIACO,6008,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SUBIACO,6904,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SUBIACO EAST,6008,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SUBIACO PO,6904,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SUCCESS,6164,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SUCCESS,6964,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SWAN VIEW,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
SWANBOURNE,6010,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TAMALA PARK,6030,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TAPPING,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TARWONGA,6391,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TEESDALE,6213,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
THE SPECTACLES,6167,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
THE VINES,6069,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
THORNLIE,6108,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
THORNLIE,6988,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TREEBY,6164,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TRIGG,6029,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TUART HILL,6060,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TUART HILL,6937,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TUART HILL,6938,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TUART HILL,6939,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TUART HILL,6940,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
TWO ROCKS,6037,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
UPPER MURRAY,6390,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
UPPER SWAN,6069,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
VICTORIA PARK,6100,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
VICTORIA PARK,6979,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
VIVEASH,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WAGERUP,6215,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WAIKIKI,6169,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WALLISTON,6076,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WALLISTON DC,6076,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WALLISTON DC,6925,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WANDI,6167,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WANGARA,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WANGARA DC,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WANGARA DC,6947,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WANNANUP,6210,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WANNEROO,6065,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WANNEROO,6946,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WARNBRO,6169,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WAROONA,6215,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WARWICK,6024,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WATERFORD,6152,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WATERMANS BAY,6020,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WATTLE GROVE,6107,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WATTLEUP,6166,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WELLARD,6170,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WELSHPOOL,6106,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WELSHPOOL DC,6106,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WELSHPOOL DC,6986,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEMBLEY,6014,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEMBLEY,6913,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEMBLEY DOWNS,6019,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEST COOLUP,6214,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEST LEEDERVILLE,6007,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEST LEEDERVILLE,6901,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEST PERTH,6005,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEST PERTH,6872,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEST PINJARRA,6208,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WEST SWAN,6055,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WESTFIELD,6111,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WESTMINSTER,6061,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WHITBY,6123,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WHITE GUM VALLEY,6162,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WHITEMAN,6068,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WHITTAKER,6207,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WILLAGEE,6156,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WILLAGEE CENTRAL,6156,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WILLETTON,6155,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WILLETTON,6955,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WILLIAMS,6391,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WILSON,6107,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WINTHROP,6150,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WOODBRIDGE,6056,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WOODLANDS,6018,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WOODVALE,6026,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WOOROLOO,6558,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WUNGONG,6112,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
WURAMING,6390,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
YANCHEP,6035,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
YANGEBUP,6164,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
YOKINE,6060,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
YOKINE SOUTH,6060,Perth and Peel Region,perth_peel,true,Rent On Time - Service Areas.xlsx
